source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Globalsecurity.org'}",John Pike,"World News in Brief: Rights abuses in Haiti, Sudan war sees exodus to Chad, food trade optimism","Escalating gang violence in Haiti has displaced a record 1.3 million people, UN human rights chief Volker Türk said on Friday.",https://www.globalsecurity.org/military/library/news/2025/06/mil-250613-unnews03.htm,,2025-06-14T09:11:27Z,"13 June 2025 - Escalating gang violence in Haiti has displaced a record 1.3 million people, UN human rights chief Volker TÃ¼rk said on Friday. 
Between 1 January and 30 May, at least 2,680 people - … [+4529 chars]"
"{'id': None, 'name': 'Globalsecurity.org'}",John Pike,"Food insecurity in Lebanon returns to near pre-conflict levels - but gains remain fragile, new report shows","Under the patronage and in the presence of Lebanese Minister of Agriculture Dr. Nizar Hani, and with the participation of WFP Representative and Country Director in Lebanon Mr. Matthew Hollingworth, Acting FAO Representative in Lebanon Ms. Veronica Quattrola …",https://www.globalsecurity.org/military/library/news/2025/06/mil-250613-wfp01.htm,,2025-06-14T09:11:27Z,"World Food Programme
13 June 2025
21 per cent of Lebanon's population faces acute food insecurity, projected to worsen by the summer.
BEIRUT -- Under the patronage and in the presence of Lebanese … [+6004 chars]"
"{'id': None, 'name': 'Globalsecurity.org'}",John Pike,"Humanitarians must be able to deliver aid in Gaza, UN agencies insist",UN agencies on Friday continue to stress they must be allowed to deliver aid in the Gaza Strip as famine looms and a telecommunications blackout threatens lifesaving operations.,https://www.globalsecurity.org/military/library/news/2025/06/mil-250613-unnews01.htm,,2025-06-14T09:11:27Z,"13 June 2025 - UN agencies on Friday continue to stress they must be allowed to deliver aid in the Gaza Strip as famine looms and a telecommunications blackout threatens lifesaving operations. 
The … [+4865 chars]"
"{'id': None, 'name': 'Globalsecurity.org'}",John Pike,DR Congo crisis: Aid teams appeal for support to help displaced communities left with nothing,"As diplomatic efforts continue to end fighting in eastern Democratic Republic of the Congo (DRC), the UN development agency (UNDP) issued an appeal on Friday on behalf of people uprooted by the violence to help them rebuild their lives and livelihoods.",https://www.globalsecurity.org/military/library/news/2025/06/mil-250613-unnews02.htm,,2025-06-14T09:11:27Z,"13 June 2025 - As diplomatic efforts continue to end fighting in eastern Democratic Republic of the Congo (DRC), the UN development agency (UNDP) issued an appeal on Friday on behalf of people uproot… [+2414 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Wealthcare Advisory Partners LLC Sells 485 Shares of Best Buy Co., Inc. (NYSE:BBY)","Wealthcare Advisory Partners LLC decreased its stake in Best Buy Co., Inc. (NYSE:BBY – Free Report) by 5.9% in the 1st quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The fund owned 7,677 shar…",https://www.etfdailynews.com/2025/06/14/wealthcare-advisory-partners-llc-sells-485-shares-of-best-buy-co-inc-nysebby/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/best-buy-co-inc-logo-1200x675.png?v=20221104134121&w=240&h=240&zc=2,2025-06-14T09:06:56Z,"Wealthcare Advisory Partners LLC decreased its stake in Best Buy Co., Inc. (NYSE:BBY – Free Report) by 5.9% in the 1st quarter, according to the company in its most recent 13F filing with the Securit… [+6705 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Top Virtual Reality Stocks To Follow Now – June 12th,"Meta Platforms, GameStop, Unity Software, Best Buy, and EPAM Systems are the five Virtual Reality stocks to watch today, according to MarketBeat’s stock screener tool. Virtual reality stocks are shares of publicly traded companies that design, manufacture or …",https://www.etfdailynews.com/2025/06/14/top-virtual-reality-stocks-to-follow-now-june-12th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/meta-platforms-inc-logo-1200x675.png?v=20220609084126&w=240&h=240&zc=2,2025-06-14T09:06:53Z,"Meta Platforms, GameStop, Unity Software, Best Buy, and EPAM Systems are the five Virtual Reality stocks to watch today, according to MarketBeat’s stock screener tool. Virtual reality stocks are shar… [+6393 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Utility Stocks To Add to Your Watchlist – June 12th,"Tesla, Berkshire Hathaway, and Ford Motor are the three Utility stocks to watch today, according to MarketBeat’s stock screener tool. Utility stocks represent shares in companies that provide essential public services—such as electricity, water or natural gas…",https://www.etfdailynews.com/2025/06/14/utility-stocks-to-add-to-your-watchlist-june-12th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-06-14T09:06:52Z,"Tesla, Berkshire Hathaway, and Ford Motor are the three Utility stocks to watch today, according to MarketBeat’s stock screener tool. Utility stocks represent shares in companies that provide essenti… [+4021 chars]"
"{'id': 'usa-today', 'name': 'USA Today'}","Francesca Chambers, USA TODAY","Tanks, helicopters and a military parade: How Donald Trump is spending his 79th birthday","The Army expects as many as 200,000 people to attend the parade that honors the U.S. Army’s formation and coincides with Donald Trump’s birthday.",https://www.usatoday.com/story/news/politics/2025/06/14/trump-military-parade-birthday-79/84194724007/,https://s.yimg.com/ny/api/res/1.2/rRIs2WkoJ9pt9JCZuXkmSA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/usa_today_news_641/29977989b262ad4b9e4fd6ea45c4871d,2025-06-14T09:06:10Z,"WASHINGTON President Donald Trumps birthday will be full of pomp and circumstance as the 79-year-old politician celebrates with a military parade.
The Army expects as many as 200,000 people to show … [+5061 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Global Desk,"Christchurch mother had a sexual relationship with her friend’s 15-year-old son, and now she is free","In Christchurch, a mother received home detention. She had a sexual relationship with her friend’s 15-year-old son. The court acknowledged the consensual nature. The judge considered her vulnerabilities. The teen's mother knew but didn't intervene. The woman'…",https://economictimes.indiatimes.com/news/international/new-zealand/christchurch-mother-had-a-sexual-relationship-with-her-friends-15-year-old-son-and-now-she-is-free/articleshow/121846122.cms,"https://img.etimg.com/thumb/msid-121846207,width-1200,height-630,imgsize-145615,overlay-economictimes/articleshow.jpg",2025-06-14T09:06:01Z,"A Christchurch mother has been sentenced to nine months home detention, avoiding prison, after pleading guilty to a sexual relationship with her friends 15-year-old son in 2022. The court found the r… [+1715 chars]"
"{'id': None, 'name': 'Www.gov.uk'}",Department for Business and Trade,Entrepreneurs and retail leaders recognised in King's Birthday Honours List,"Recipients recognised for years of exceptional service and dedication, and who are trailblazers for helping drive economic prosperity and increasing the UK’s global standing.",https://www.gov.uk/government/news/entrepreneurs-and-retail-leaders-recognised-in-kings-birthday-honours-list,https://assets.publishing.service.gov.uk/media/64539946faf4aa0012e132d1/s960_DBT_Plaque-2.jpg,2025-06-14T09:04:42Z,"The chief executive of one of Britains most popular high-street bakeries, the founder of an iconic ceramics brand, and the head of the UKs largest professional body for recruiters are included in the… [+9975 chars]"
"{'id': None, 'name': 'New Atlas'}",Paul McClure,Boost well-being and reduce stress with quick and easy daily “micro-acts”,"Spending a few minutes a day for a week doing simple things that bring joy increases well-being, decreases stress, and improves sleep, according to a new study. It shows you don’t need to invest in time-consuming well-being interventions for them to be effect…",https://newatlas.com/health-wellbeing/well-being-daily-micro-acts-joy/,https://assets.newatlas.com/dims4/default/f59c759/2147483647/strip/true/crop/2250x1181+0+42/resize/1200x630!/quality/90/?url=https%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2Fd2%2F49%2F84fc15e249d98caabceb0618e69b%2Fdepositphotos-362600692-l.jpg&na.image_optimisation=0,2025-06-14T09:03:00Z,"Spending a few minutes a day for a week doing simple things that bring joy increases well-being, decreases stress, and improves sleep, according to a new study. It shows you dont need to invest in ti… [+4356 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Orrin Onken),"My wife and I were both managers. When we retired, we set 3 marriage rules so we wouldn't micromanage each other.","Orrin Onken and his wife were both long-term managers. After they retired, they put 3 rules in place to stop them from micromanaging their marriage.",https://www.businessinsider.com/retirement-managers-marriage-micromanaging-2025-6,https://i.insider.com/684c0154f748d8c055f3a2ad?width=1200&format=jpeg,2025-06-14T09:02:01Z,I was a lawyer running my own practice. My wife was a social worker. We guided other people through the intricacies of complex bureaucracies for a living. We used to decompress by talking about our d… [+5214 chars]
"{'id': 'fox-news', 'name': 'Fox News'}",Angelica Stabile,Hairstylists and medical expert confirm temporary hair loss affecting Ozempic users,"Experts discuss how weight loss can trigger temporary hair loss, with hairstylists and an endocrinologist providing insights on managing symptoms and hair regrowth.",https://www.foxnews.com/health/hairstylists-medical-expert-confirm-temporary-hair-loss-affecting-ozempic-users,https://static.foxnews.com/foxnews.com/content/uploads/2025/06/woman-at-hairstylist.jpg,2025-06-14T09:00:37Z,"Side effects from GLP-1s can vary but one lesser-known reported outcome of the popular weight-loss medications is hair loss or thinning.
Some hairstylists have confirmed an uptick in clients who com… [+6491 chars]"
"{'id': None, 'name': 'Geeksaresexy.net'}",Geeks are Sexy,The History of Graham Crackers: Fighting Lust with Whole Wheat Since 1830,"In the 1800s, Presbyterian minister Sylvester Graham took one look at America and said, “Too much sex. Not enough bland bread.” He believed spicy food, rich flavors, and anything remotely enjoyable were fueling the nation’s descent into moral chaos. His solut…",https://www.geeksaresexy.net/2025/06/14/the-history-of-graham-crackers-fighting-lust-with-whole-wheat-since-1830/,https://i0.wp.com/www.geeksaresexy.net/wp-content/uploads/2025/06/graham.jpg?fit=1200%2C628&ssl=1,2025-06-14T09:00:23Z,"In the 1800s, Presbyterian minister Sylvester Graham took one look at America and said, Too much sex. Not enough bland bread. He believed spicy food, rich flavors, and anything remotely enjoyable wer… [+761 chars]"
"{'id': 'newsweek', 'name': 'Newsweek'}",Hugh Cameron,Map Shows US States With Best—And Worst—Economies,"Incorporating dozens of metrics into its analysis, WalletHub created a ranking of the strongest economies in the U.S.",https://www.newsweek.com/map-us-states-best-worst-economies-2083853,https://d.newsweek.com/en/full/2660868/states-best-worst-economies.png,2025-06-14T09:00:01Z,"Personal finance company WalletHub conducted a comprehensive analysis of the strongest and weakest economies in the U.S. by state.
Thanks to thorough investigation into dozens of economic metrics, W… [+4687 chars]"
"{'id': 'newsweek', 'name': 'Newsweek'}",Maria Morava,"What Owning a Dog Says About You, According to a Psychotherapist","Newsweek spoke to experts about the results of a new study, which revealed that dog owners are more extroverted and agreeable than non-pet owners.",https://www.newsweek.com/what-being-dog-owner-says-about-your-personality-2083366,https://d.newsweek.com/en/full/2660179/woman-holds-dog-paws.jpg,2025-06-14T09:00:01Z,"Dogs are a man's best friend—and new research has shown that this friendship can actually influence man's personality.
A new study published in Social Indicators Research suggests that owning a dog … [+3829 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",,Fighting fire with forest: Saint John plants trees to safeguard drinking water supply,"As wildfire risk grows with hotter, drier summers, Saint John is turning to trees to provide frontline protection for its drinking water — by cutting down trees in high-risk areas and planting more resilient native species.",https://www.cbc.ca/news/canada/new-brunswick/saint-john-municipal-water-supply-protection-1.7559606,https://i.cbc.ca/1.7559654.1749757722!/fileImage/httpImage/image.jpeg_gen/derivatives/16x9_1180/loch-lomond-area-tree-planting-site.jpeg?im=Resize%3D620,2025-06-14T09:00:00Z,"As wildfire risk grows with hotter, drier summers, Saint John is turning to trees to provide frontline protection for its drinking water by cutting down trees in high-risk areas and planting more res… [+2381 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",,"Toronto moves step closer to allowing fiveplexes, sixplexes in bid to boost housing options",Toronto has moved one step closer to allowing fiveplexes and sixplexes in neighbourhoods across the city.,https://www.cbc.ca/news/canada/toronto/sixplexes-council-committee-city-staff-recommendations-toronto-1.7561321,https://i.cbc.ca/1.7561329.1749856956!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_1180/sixplex-1.JPG?im=Resize%3D620,2025-06-14T09:00:00Z,"Toronto has moved one step closer to allowing fiveplexes and sixplexes in neighbourhoods across the city.
At its meeting on Thursday, the city's planning and housing committee approved recommendatio… [+5126 chars]"
"{'id': None, 'name': 'Fast Company'}",Michael Grothaus,Apple just made 3 great new privacy and security enhancements—but missed these 3 opportunities,"iOS 26, iPadOS 26, and macOS 26 will let you keep your data even more secure and private. But Apple could go further.

This week, Apple previewed its redesigned (and renumbered) operating systems at its annual Worldwide Developers Conference. While the new Li…",https://www.fastcompany.com/91349976/apple-privacy-security-upgrades-enhancements-mac-iphone-passwords-spam-link-filevault-ios-26,"https://images.fastcompany.com/image/upload/f_webp,q_auto,c_fit,w_1024,h_1024/wp-cms-2/2025/06/p-91349976-apple-privacy-and-security-upgrades-june-2025-ios-26.jpg",2025-06-14T09:00:00Z,"This week, Apple previewed its redesigned (and renumbered) operating systems at its annual Worldwide Developers Conference. While the new Liquid Glass design language was the star of the show across … [+5579 chars]"
"{'id': None, 'name': 'Pnghausbung.com'}",Paula David,PIH EXTENDS FREE HEALTH CHECKS TO POLICE OFFICERS IN GOROKA : PNG Haus Bung,"Pacific International Hospital (PIH) has extended its Free Basic Health Check program to Goroka, Eastern Highlands Province, reinforcing its ongoing",https://pnghausbung.com/pih-extends-free-health-checks-to-police-officers-in-goroka/,https://pnghausbung.com/wp-content/uploads/2025/06/PIH-EXTENDS-FREE-HEALTH-CHECKS-TO-POLICE-OFFICERS-IN-GOROKA.png,2025-06-14T08:56:56Z,"Pacific International Hospital (PIH) has extended its Free Basic Health Check program to Goroka, Eastern Highlands Province, reinforcing its ongoing commitment to the health and well-being of the Roy… [+1558 chars]"
"{'id': None, 'name': 'Typepad.com'}",chris,The political engagement dilemma,"""The only thing necessary for the triumph of evil is for good men to do nothing."" ""If a battle cannot be won, do not fight it."" These two great truths (wrongly attributed respectively to Edmund Burke and Sun Tzu) encapsulate...",https://stumblingandmumbling.typepad.com/stumbling_and_mumbling/2025/06/the-political-engagement-dilemma.html,https://stumblingandmumbling.typepad.com/.a/6a00d83451cbef69e202c8d3d5e8d2200c-600wi,2025-06-14T08:52:05Z,"""The only thing necessary for the triumph of evil is for good men to do nothing."" ""If a battle cannot be won, do not fight it."" These two great truths (wrongly attributed respectively to Edmund Burke… [+7623 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Pallas Capital Advisors LLC Takes $241,000 Position in Walgreens Boots Alliance, Inc. (NASDAQ:WBA)","Pallas Capital Advisors LLC acquired a new stake in shares of Walgreens Boots Alliance, Inc. (NASDAQ:WBA – Free Report) in the first quarter, Holdings Channel.com reports. The institutional investor acquired 21,595 shares of the pharmacy operator’s stock, val…",https://www.etfdailynews.com/2025/06/14/pallas-capital-advisors-llc-takes-241000-position-in-walgreens-boots-alliance-inc-nasdaqwba/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/walgreens-boots-alliance-inc-logo-1200x675.jpg?v=20221101151332&w=240&h=240&zc=2,2025-06-14T08:51:05Z,"Pallas Capital Advisors LLC acquired a new stake in shares of Walgreens Boots Alliance, Inc. (NASDAQ:WBA – Free Report) in the first quarter, Holdings Channel.com reports. The institutional investor … [+5075 chars]"
"{'id': None, 'name': 'Inlife.com.ph'}",,Health Is Wealth: How Health Insurance Protects You | InLife,"Your health is your most important asset, so it deserves a solid safety net. InLife explores your insurance's role in protecting it. Read our thoughts here.",https://www.inlife.com.ph/articles/health-is-wealth-insurance-plans-to-safeguard-your-most-important-asset-00000009,https://d1h36vgosc7o6x.cloudfront.net/uploads/ab3c4bd4-e63e-4e16-9ad3-7333f334e8ff/How%20Insurance%20Can%20Save%20You%20From%20Filipino%20Health%20Issues.001.jpeg,2025-06-14T08:49:10Z,"The adage health is wealth can mean two different things. First, a healthy body enables you to live life to the fullest. You have the time and mobility to pursue passions, travel, and education. You … [+7157 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Needham & Company LLC Reiterates “Hold” Rating for Chewy (NYSE:CHWY),"Chewy (NYSE:CHWY – Get Free Report)‘s stock had its “hold” rating restated by analysts at Needham & Company LLC in a research note issued on Thursday,Benzinga reports. CHWY has been the topic of several other reports. UBS Group raised their target price on Ch…",https://www.etfdailynews.com/2025/06/14/needham-company-llc-reiterates-hold-rating-for-chewy-nysechwy/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/chewy-inc-logo-1200x675.png?v=20240306131142&w=240&h=240&zc=2,2025-06-14T08:46:50Z,"Chewy (NYSE:CHWY – Get Free Report)‘s stock had its “hold” rating restated by analysts at Needham &amp; Company LLC in a research note issued on Thursday,Benzinga reports.
CHWY has been the topic of… [+5171 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Guggenheim Raises Chewy (NYSE:CHWY) Price Target to $45.00,"Chewy (NYSE:CHWY – Get Free Report) had its target price raised by Guggenheim from $42.00 to $45.00 in a research note issued on Thursday,Benzinga reports. The brokerage presently has a “buy” rating on the stock. Guggenheim’s target price indicates a potentia…",https://www.etfdailynews.com/2025/06/14/guggenheim-raises-chewy-nysechwy-price-target-to-45-00/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/chewy-inc-logo-1200x675.png?v=20240306131142&w=240&h=240&zc=2,2025-06-14T08:46:50Z,"Chewy (NYSE:CHWY – Get Free Report) had its target price raised by Guggenheim from $42.00 to $45.00 in a research note issued on Thursday,Benzinga reports. The brokerage presently has a “buy” rating … [+5340 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Chewy (NYSE:CHWY) Stock Price Expected to Rise, Royal Bank of Canada Analyst Says","Chewy (NYSE:CHWY – Get Free Report) had its price objective hoisted by equities researchers at Royal Bank of Canada from $42.00 to $44.00 in a research note issued on Thursday,Benzinga reports. The firm currently has an “outperform” rating on the stock. Royal…",https://www.etfdailynews.com/2025/06/14/chewy-nysechwy-stock-price-expected-to-rise-royal-bank-of-canada-analyst-says/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/chewy-inc-logo-1200x675.png?v=20240306131142&w=240&h=240&zc=2,2025-06-14T08:46:49Z,"Chewy (NYSE:CHWY – Get Free Report) had its price objective hoisted by equities researchers at Royal Bank of Canada from $42.00 to $44.00 in a research note issued on Thursday,Benzinga reports. The f… [+5129 chars]"
"{'id': None, 'name': 'Kenyans.co.ke'}",Walter Ngano,Ministry of Health Gazettes New Graphic Warnings on All Tobacco Products,Ministry of Health Gazettes New Graphic Warnings on All Tobacco Productskenyans.co.ke,https://www.kenyans.co.ke/news/113106-ministry-health-gazettes-new-graphic-warnings-all-tobacco-products,https://www.kenyans.co.ke/files/styles/article_style/public/images/media/duale%20cs%20health.jpg?itok=kQtV1ntx,2025-06-14T08:45:08Z,"The Ministry of Health has introduced new graphic health warnings on all tobacco products nationwide.
Through a statement released on Friday, June 13, the ministry revealed it had gazetted the third… [+3172 chars]"
"{'id': None, 'name': 'India.com'}",Ananya Kaushal,8 Powerful Fruits That Detox Your Liver And Kidneys Naturally Every Day,"Flush out toxins and feel rejuvenated, these 8 fruits are natural detoxifiers for your liver and kidneys when eaten daily.",https://zeenews.india.com/health/8-powerful-fruits-that-detox-your-liver-and-kidneys-naturally-every-day-2915942,https://english.cdn.zeenews.com/sites/default/files/2025/06/14/1770926-set.png,2025-06-14T08:44:17Z,"Our liver and kidneys work tirelessly behind the scenes, filtering toxins and keeping our bodies in balance. But with increasing pollution, processed foods, and stress, these vital organs can become … [+3476 chars]"
"{'id': None, 'name': 'Care.com'}",,"Find THE BEST Home Health Aides in Belmont, MA","Find THE BEST Home Health Aides in Belmont, MAcare.com",https://www.care.com/home-health-aides/belmont-ma,https://www.care.com/img/care-no-tag.jpg?v=2,2025-06-14T08:44:06Z,"If youre planning to hire a home health aide near you in Belmont, MA, its important to understand that there is no one standard role that a home health aide takes on. A home health aide isnt a nurse,… [+210 chars]"
"{'id': None, 'name': 'Christiantoday.com'}",Leonardo Blair,Pastors faring worse than others in relationships and well-being but most don’t get help,"Despite faring worse than practising Christians and US adults in general in their relationships, physical, emotional and mental health, most pastors don't get professional support.",https://www.christiantoday.com/news/pastors-faring-worse-than-others-in-relationships-and-well-being-but-most-dont-get-help,https://www.christiantoday.com/media/original/thumbnail/14/32/143240.jpg,2025-06-14T08:41:00Z,"(Photo: Getty/iStock)
Despite faring worse than practising Christians and US adults in general in their relationships, physical, emotional and mental health, most pastors don't get professional supp… [+3984 chars]"
"{'id': None, 'name': 'Christiantoday.com'}",Duncan Williams,Nick Vujicic urges the Church to embrace Christian counselling,"Evangelist Nick Vujicic, who has spent much of his life speaking hope into the lives of millions across the world, is now turning his focus inward - toward the Church itself.",https://www.christiantoday.com/news/nick-vujicic-urges-the-church-to-embrace-christian-counselling,https://www.christiantoday.com/media/original/thumbnail/14/32/143238.jpg,2025-06-14T08:40:00Z,"(Photo: Getty/iStock)
Evangelist Nick Vujicic, who has spent much of his life speaking hope into the lives of millions across the world, is now turning his focus inward - toward the Church itself. … [+4273 chars]"
"{'id': None, 'name': 'Todaynews.co.uk'}",David Prior,"""It’s a privilege to do this work"": CEO of Hale mental health charity recognised in King’s Birthday Honours List","""It’s a privilege to do this work"": CEO of Hale mental health charity recognised in King’s Birthday Honours Listtodaynews.co.uk",https://altrincham.todaynews.co.uk/charity/2025/06/14/its-a-privilege-to-do-this-work-ceo-of-hale-mental-health-charity-recognised-in-kings-birthday-honours-list/,https://altrincham.todaynews.co.uk/content/images/size/w1200/2025/06/Jo-Allen---CEO---The-Counselling-and-Family-Centre.jpg,2025-06-14T08:35:54Z,"Jo Allen, chief executive of The Counselling and Family Centre in Hale, has described receiving the British Empire Medal (BEM) in the Kings Birthday Honours List as a ""huge honour"".
For over 20 year… [+2363 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Wealthcare Advisory Partners LLC Reduces Position in MetLife, Inc. (NYSE:MET)","Wealthcare Advisory Partners LLC trimmed its holdings in shares of MetLife, Inc. (NYSE:MET – Free Report) by 9.0% during the first quarter, Holdings Channel reports. The fund owned 5,389 shares of the financial services provider’s stock after selling 531 shar…",https://www.etfdailynews.com/2025/06/14/wealthcare-advisory-partners-llc-reduces-position-in-metlife-inc-nysemet/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/metlife-inc-logo-1200x675.png?v=20231227090133&w=240&h=240&zc=2,2025-06-14T08:34:55Z,"Wealthcare Advisory Partners LLC trimmed its holdings in shares of MetLife, Inc. (NYSE:MET – Free Report) by 9.0% during the first quarter, Holdings Channel reports. The fund owned 5,389 shares of th… [+5185 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Simplicity Wealth LLC Makes New $186,000 Investment in agilon health, inc. (NYSE:AGL)","Simplicity Wealth LLC bought a new position in shares of agilon health, inc. (NYSE:AGL – Free Report) during the first quarter, according to its most recent Form 13F filing with the SEC. The fund bought 43,025 shares of the company’s stock, valued at approxim…",https://www.etfdailynews.com/2025/06/14/simplicity-wealth-llc-makes-new-186000-investment-in-agilon-health-inc-nyseagl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/agilon-health-inc-logo-1200x675.jpg?v=20221110140631&w=240&h=240&zc=2,2025-06-14T08:34:48Z,"Simplicity Wealth LLC bought a new position in shares of agilon health, inc. (NYSE:AGL – Free Report) during the first quarter, according to its most recent Form 13F filing with the SEC. The fund bou… [+4805 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Simplicity Wealth LLC Acquires 1,135 Shares of Haleon plc (NYSE:HLN)","Simplicity Wealth LLC boosted its stake in shares of Haleon plc (NYSE:HLN – Free Report) by 7.9% in the first quarter, HoldingsChannel reports. The firm owned 15,482 shares of the company’s stock after purchasing an additional 1,135 shares during the quarter.…",https://www.etfdailynews.com/2025/06/14/simplicity-wealth-llc-acquires-1135-shares-of-haleon-plc-nysehln/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/haleon-plc-logo-1200x675.png?v=20220726113645&w=240&h=240&zc=2,2025-06-14T08:34:48Z,"Simplicity Wealth LLC boosted its stake in shares of Haleon plc (NYSE:HLN – Free Report) by 7.9% in the first quarter, HoldingsChannel reports. The firm owned 15,482 shares of the company’s stock aft… [+4005 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Performance Food Group (NYSE:PFGC) Shares Sold by Yousif Capital Management LLC,"Yousif Capital Management LLC reduced its position in Performance Food Group (NYSE:PFGC – Free Report) by 1.4% in the 1st quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The firm owned 40,654 …",https://www.etfdailynews.com/2025/06/14/performance-food-group-nysepfgc-shares-sold-by-yousif-capital-management-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/performance-food-group-logo-1200x675.jpg?v=20221109151435&w=240&h=240&zc=2,2025-06-14T08:32:50Z,"Yousif Capital Management LLC reduced its position in Performance Food Group (NYSE:PFGC – Free Report) by 1.4% in the 1st quarter, according to the company in its most recent 13F filing with the Secu… [+6482 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Yousif Capital Management LLC Lowers Holdings in HealthEquity, Inc. (NASDAQ:HQY)","Yousif Capital Management LLC decreased its holdings in HealthEquity, Inc. (NASDAQ:HQY – Free Report) by 2.9% in the 1st quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The firm owned 30,837 shares of the co…",https://www.etfdailynews.com/2025/06/14/yousif-capital-management-llc-lowers-holdings-in-healthequity-inc-nasdaqhqy/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/healthequity-inc-logo-1200x675.png?v=20240521132849&w=240&h=240&zc=2,2025-06-14T08:32:49Z,"Yousif Capital Management LLC decreased its holdings in HealthEquity, Inc. (NASDAQ:HQY – Free Report) by 2.9% in the 1st quarter, according to its most recent 13F filing with the Securities and Excha… [+5724 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Wealthcare Advisory Partners LLC Buys 439 Shares of The Allstate Co. (NYSE:ALL),"Wealthcare Advisory Partners LLC boosted its stake in shares of The Allstate Co. (NYSE:ALL – Free Report) by 30.2% during the first quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The ins…",https://www.etfdailynews.com/2025/06/14/wealthcare-advisory-partners-llc-buys-439-shares-of-the-allstate-co-nyseall/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/the-allstate-co-logo-1200x675.png?v=20221101142845&w=240&h=240&zc=2,2025-06-14T08:32:49Z,"Wealthcare Advisory Partners LLC boosted its stake in shares of The Allstate Co. (NYSE:ALL – Free Report) by 30.2% during the first quarter, according to the company in its most recent Form 13F filin… [+5652 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Harbor Capital Advisors Inc. Raises Stock Position in Privia Health Group, Inc. (NASDAQ:PRVA)","Harbor Capital Advisors Inc. grew its holdings in Privia Health Group, Inc. (NASDAQ:PRVA – Free Report) by 27.5% in the first quarter, according to its most recent filing with the Securities & Exchange Commission. The institutional investor owned 31,509 share…",https://www.etfdailynews.com/2025/06/14/harbor-capital-advisors-inc-raises-stock-position-in-privia-health-group-inc-nasdaqprva/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/privia-health-group-inc-logo-1200x675.png?v=20221122121800&w=240&h=240&zc=2,2025-06-14T08:31:00Z,"Harbor Capital Advisors Inc. grew its holdings in Privia Health Group, Inc. (NASDAQ:PRVA – Free Report) by 27.5% in the first quarter, according to its most recent filing with the Securities &amp; Ex… [+5284 chars]"
